,매출액,영업이익,당기순이익,영업이익률,순이익률,ROE(지배주주),부채비율,당좌비율,유보율,EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당률(%),배당성향(%),ROE(%),주당배당금
005680,2006.0,92.0,114.0,4.61,5.7,2.34,4.68,1491.3,4622.48,571.0,17.86,24545.0,0.42,250.0,2.45,43.77,,
005500,2352.0,322.0,279.0,13.71,11.86,13.57,26.04,226.3,1613.48,2006.0,13.59,17350.0,1.57,800.0,2.94,35.3,,
011230,401,-13,-23,-3.13,-5.73,-19.35,297.76,27.77,-117.94,-200,-19.72,931,4.23,-,-,-,,
075180,1357.0,-27.0,62.0,-2.01,4.54,2.86,13.85,534.33,2191.99,321.0,19.28,11350.0,0.54,150.0,2.43,46.79,,
014910,379,-6,-10,-1.68,-2.53,-3.63,52.11,138.91,185.76,-48,-38.30,1397,1.33,-,-,-0.31,,
011300,1280,-273,-481,-21.30,-37.61,-92.56,-69030.67,28.50,-162.90,-632,-0.55,244,1.42,-,-,-,,
308170,3168,63,69,1.98,2.19,6.84,159.90,57.47,2027.73,809,33.08,12170,2.20,-,-,-,,
248070,10765,564,389,5.24,3.61,43.26,289.41,62.83,518.37,982,,2922,-,,,-,,
026890,1741.0,307.0,200.0,17.65,11.47,11.76,38.24,204.77,807.55,470.0,18.97,4731.0,1.88,90.0,1.01,17.35,,
035510,4803.0,300.0,696.0,6.25,14.49,33.89,34.23,192.06,3055.19,4045.0,3.1,18146.0,0.69,250.0,1.99,4.18,,
102280,972,-13,-161,-1.30,-16.57,-8.46,62.74,41.12,69.27,-86,-7.30,900,0.70,,,-,,
403550,2637,-430,-619,-16.31,-23.47,,310.73,92.32,2155.31,-2503,,2440,-,,,-,,
008700,2647,70,53,2.63,2.01,9.11,225.66,69.62,58.16,69,49.44,767,4.44,-,-,-,,
001780,4953,248,-319,5.00,-6.45,-7.24,167.82,53.26,388.14,-189,-25.01,2427,1.95,-,-,-,,
023960,725,-20,-101,-2.76,-13.99,-39.85,248.66,38.18,70.12,-405,-15.80,786,8.14,,,-,,
015260,821,-116,-247,-14.13,-30.08,-50.51,155.39,62.18,317.41,-1827,-0.90,1864,0.88,-,-,-,,
002630,520,19,-156,3.57,-30.05,-30.93,47.32,151.89,-17.23,-139,-11.40,409,3.86,,,-,,
001800,22805.0,3086.0,2185.0,13.53,9.58,3.98,28.7,166.91,6095.19,1237.0,10.67,32688.0,0.4,650.0,4.92,32.4,,
011690,1074,-31,-430,-2.87,-40.08,-64.02,255.08,52.37,17.26,-1473,-1.66,1090,2.24,-,-,-,,
005820,684.0,54.0,183.0,7.93,26.77,16.31,32.93,263.78,913.91,6961.0,2.83,51358.0,0.38,479.0,2.43,6.12,,
077500,4028.0,90.0,205.0,2.24,5.1,10.8,60.54,109.59,1636.2,878.0,16.75,8610.0,1.71,125.0,0.85,13.96,,
074610,274,-83,-141,-30.36,-51.34,-27.80,63.14,52.03,152.55,-362,-9.92,1312,2.74,,,-,,
249420,5618,66,-130,1.18,-2.32,-5.13,137.79,76.70,943.02,-547,-34.56,10702,1.77,-,-,-,,
007110,587,16,6,2.79,1.08,1.22,80.10,134.94,36.61,8,230.06,674,2.80,-,-,-,,
007570,3433.0,341.0,215.0,9.93,6.28,5.38,79.29,62.87,225.71,557.0,118.12,11109.0,5.92,120.0,0.18,20.67,,
020150,5369.0,509.0,427.0,9.47,7.96,7.23,26.64,246.07,2558.56,927.0,54.92,13255.0,3.84,200.0,0.39,21.58,,
025620,305,-123,-221,-40.19,-72.27,-37.83,46.90,27.93,251.64,-459,-3.81,1190,1.47,-,-,-,,
044380,627,5,-30,0.80,-4.76,-5.86,52.91,233.26,285.04,-41,-25.94,714,1.50,-,-,-,,
013890,9895.0,867.0,458.0,8.76,4.63,11.61,116.4,86.41,5885.54,2655.0,32.28,24579.0,3.82,665.0,0.78,15.49,,
001620,5308,-208,-114,-3.92,-2.15,-6.83,233.47,58.55,468.97,-177,-3.93,2511,0.28,,,-,,
053210,6987.0,738.0,582.0,10.57,8.33,7.97,23.51,163.4,526.06,1196.0,7.36,15499.0,0.57,350.0,3.97,29.09,,
021240,32374.0,6064.0,4047.0,18.73,12.5,31.51,103.29,53.82,3720.78,5486.0,13.25,20554.0,3.54,1200.0,1.65,21.5,,
036420,3602,-588,-1540,-16.33,-42.76,-52.61,459.11,45.60,125.06,-8422,-4.51,11956,3.17,,,-,,
014580,1653.0,108.0,91.0,6.53,5.53,3.42,41.75,158.25,729.32,167.0,24.15,4950.0,0.82,100.0,2.48,59.78,,
004870,2769,-1777,-1444,-64.19,-52.15,-71.98,456.23,58.48,98.88,-980,-0.98,875,1.09,,,-,,
005690,378,72,52,19.16,13.88,9.65,22.13,562.44,90.86,87,197.89,953,18.16,-,-,-,,
017810,23112.0,460.0,118.0,1.99,0.51,3.84,230.17,47.39,1513.14,386.0,42.84,10897.0,1.52,102.0,0.62,31.95,,
005810,2659.0,94.0,131.0,3.54,4.92,1.92,33.99,48.0,1622.29,1205.0,16.28,71568.0,0.27,826.0,4.21,56.78,,
950210,,-175,-64,,,-1.78,4.95,2789.25,-2.91,-122,-269.47,9597,3.44,,,-,,
000140,22470.0,2105.0,1077.0,9.37,4.79,13.88,268.26,39.55,969.99,2722.0,5.53,22573.0,0.67,400.0,2.66,13.59,,
025540,8025.0,790.0,577.0,9.84,7.19,7.84,28.92,184.36,14563.53,5550.0,11.21,74087.0,0.84,700.0,1.13,12.49,,
017960,4117.0,757.0,574.0,18.39,13.94,16.55,25.7,171.49,1676.15,1305.0,10.3,8845.0,1.52,180.0,1.34,13.5,,
024720,6755.0,1575.0,1551.0,23.32,22.96,21.96,54.71,84.96,6240.25,5776.0,4.49,29865.0,0.87,205.0,0.79,3.55,,
011500,2083.0,137.0,130.0,6.6,6.24,10.34,30.97,184.47,1581.72,830.0,10.72,8556.0,1.04,180.0,2.02,21.2,,
069640,2202,-189,-230,-8.57,-10.45,-25.79,92.30,70.58,1343.40,-1782,-1.95,7123,0.49,-,-,-,,
051600,13032.0,1354.0,871.0,10.39,6.68,8.23,28.35,268.42,11592.87,1935.0,15.35,23371.0,1.27,1146.0,3.86,59.24,,
009830,91950,5942,3017,6.46,3.28,5.30,153.65,60.31,636.68,1841,25.22,35551,1.31,-,-,-,,
003530,27526,1000,671,3.63,2.44,5.58,847.07,,15.00,306,7.17,5740,0.38,-,-,-,,
004310,1330.0,31.0,22.0,2.3,1.65,2.52,74.73,121.99,562.58,68.0,94.81,3233.0,2.0,42.0,0.66,54.17,,
307950,15626.0,868.0,608.0,5.56,3.89,11.09,91.51,189.97,5251.77,2809.0,43.96,26430.0,4.67,750.0,0.61,26.7,,
001450,177102.0,2868.0,3319.0,1.62,1.87,7.12,923.88,,10749.35,3712.0,6.13,60501.0,0.38,1000.0,4.4,23.93,,
057050,21264.0,1723.0,1127.0,8.1,5.3,6.4,50.05,50.48,3013.16,9392.0,8.68,156782.0,0.52,2200.0,2.7,22.35,,
002460,4193.0,405.0,329.0,9.66,7.85,,47.16,262.26,551.35,2667.0,4.67,32534.0,0.38,650.0,5.22,23.7,,
079980,9203.0,399.0,826.0,4.33,8.98,19.01,83.46,94.79,185.4,2382.0,3.46,14318.0,0.58,300.0,3.64,12.01,,
001460,1619.0,229.0,183.0,14.17,11.3,4.12,50.03,67.39,10704.33,21775.0,13.16,542403.0,0.53,1100.0,0.38,5.08,,
011150,1490,40,21,2.66,1.41,3.23,105.49,6.84,267.92,58,87.51,1823,2.80,-,-,-,,
114090,1845,-888,-643,-48.15,-34.87,-12.01,45.65,94.38,1472.66,-1040,-16.06,7863,2.12,-,-,-,,
001250,28150,323,-821,1.15,-2.92,-24.91,219.99,80.99,45.17,-974,-1.99,3466,0.56,-,-,-,,
039570,2604.0,153.0,157.0,5.88,6.02,9.42,33.0,264.51,2012.41,952.0,11.03,10866.0,0.97,400.0,3.81,38.51,,
204320,55635,887,139,1.59,0.25,0.37,188.86,102.56,2819.81,123,476.93,34970,1.68,-,-,-,,
175330,24156.0,4695.0,3908.0,19.44,16.18,10.06,1224.83,,310.61,1845.0,3.06,19328.0,0.29,374.0,6.63,20.0,,
119650,3279,-447,-639,-13.63,-19.49,-148.07,2183.46,90.03,58.23,-3779,-2.19,811,12.45,,,-,,
033180,1188,1,-471,0.05,-39.67,-17.37,41.90,57.43,462.13,-483,-7.86,2695,1.41,,,-,,
003550,51991.0,15861.0,15407.0,30.51,29.63,7.5,16.4,206.35,2245.62,8334.0,10.5,115254.0,0.76,2500.0,2.86,29.99,,
035420,53041.0,12153.0,8450.0,22.91,15.93,15.21,106.11,37.38,51258.5,6097.0,47.97,49961.0,5.85,402.0,0.14,5.92,,
005090,1065.0,70.0,317.0,6.59,29.77,7.5,294.72,45.32,707.51,4906.0,8.0,39147.0,1.0,1500.0,3.82,69.16,,
000860,3408.0,27.0,251.0,0.8,7.36,4.34,22.26,217.38,8207.83,3583.0,6.14,84026.0,0.26,500.0,2.27,13.96,,
012200,3797.0,30.0,94.0,0.79,2.47,5.16,58.41,120.15,993.53,276.0,15.65,5462.0,0.79,35.0,0.81,12.75,,
017040,1235.0,42.0,45.0,3.43,3.67,4.67,51.1,124.37,367.73,108.0,18.64,2362.0,0.85,15.0,0.75,13.91,,
083420,2424.0,147.0,103.0,6.07,4.27,9.33,56.17,119.86,866.55,431.0,23.14,4855.0,2.05,210.0,2.11,47.36,,
214330,2196,-47,-98,-2.15,-4.47,-4.85,54.30,103.05,275.15,-105,-25.21,1876,1.41,,,-,,
004540,5916.0,521.0,383.0,8.8,6.47,20.21,159.7,40.03,370.9,1013.0,4.25,5766.0,0.75,100.0,2.32,9.88,,
251270,24848.0,2720.0,3380.0,10.95,13.61,6.35,45.53,111.15,59559.9,3647.0,36.05,66080.0,1.99,767.0,0.58,20.05,,
000320,8480.0,358.0,291.0,4.22,3.43,3.8,81.86,113.76,4574.97,1038.0,10.54,35634.0,0.31,450.0,4.11,33.51,,
000490,8958.0,331.0,210.0,3.7,2.34,7.74,185.94,44.24,893.13,861.0,7.92,15226.0,0.45,80.0,1.17,8.12,,
084690,37543.0,2070.0,1648.0,5.51,4.39,14.21,130.78,111.82,1775.13,2360.0,4.32,17589.0,0.58,220.0,2.16,9.33,,
003090,13553.0,981.0,1184.0,7.23,8.73,15.1,64.52,158.08,2502.52,1692.0,29.73,16495.0,3.05,100.0,0.2,4.22,,
000300,4529,145,-53,3.21,-1.17,-8.60,291.34,48.55,47.67,-72,-10.73,824,0.94,,,-,,
015230,2645.0,192.0,148.0,7.24,5.61,7.2,25.37,319.45,1280.77,465.0,7.46,7236.0,0.48,90.0,2.59,17.54,,
016090,2532.0,71.0,90.0,2.82,3.56,4.48,24.26,87.62,656.05,204.0,9.3,4597.0,0.41,40.0,2.11,19.64,,
000640,7833.0,506.0,1624.0,6.46,20.73,19.87,70.03,60.59,3275.11,26439.0,4.63,146721.0,0.83,1000.0,0.82,3.73,,
163560,2432.0,148.0,73.0,6.08,2.99,3.7,37.96,213.64,2828.91,524.0,18.83,14381.0,0.69,98.0,1.0,18.76,,
004890,3333.0,20.0,80.0,0.6,2.4,2.24,15.82,251.78,2996.61,3305.0,22.97,166422.0,0.46,1800.0,2.37,48.64,,
016740,4658.0,203.0,57.0,4.35,1.23,3.0,121.21,119.03,119.23,159.0,21.18,5519.0,0.61,80.0,2.37,49.29,,
192650,9547.0,286.0,107.0,3.0,1.12,8.79,99.92,57.93,4079.12,340.0,34.41,4072.0,2.87,100.0,0.85,30.54,,
024090,1654.0,147.0,200.0,8.9,12.07,10.98,20.6,182.89,3284.75,1706.0,7.18,20570.0,0.6,500.0,4.08,23.01,,
000400,41182,-310,-242,-0.75,-0.59,-2.53,1627.15,,205.37,-78,-22.43,3062,0.57,-,-,-,,
023530,161844.0,3461.0,-6866.0,2.14,-4.24,-7.7,196.06,51.81,9014.76,-27783.0,-3.69,346706.0,0.3,2800.0,2.73,-10.07,,
009200,9497.0,273.0,-378.0,2.87,-3.99,-9.21,240.39,58.19,274.59,-925.0,-2.92,9572.0,0.28,50.0,1.85,-5.4,,
025560,416,13,-67,3.04,-16.18,-10.31,49.45,146.71,3763.01,-1988,-7.64,17203,0.88,,,-,,
006800,168358.0,11171.0,8343.0,6.64,4.96,8.94,1301.06,,136.77,1021.0,9.25,14268.0,0.66,200.0,2.12,15.83,,
107590,2890.0,218.0,237.0,7.54,8.19,11.35,67.08,86.18,12312.51,7556.0,10.23,70128.0,1.1,500.0,0.65,6.61,,
000890,786,17,17,2.22,2.19,2.21,89.60,58.42,22.95,13,68.08,617,1.49,,,-,,
006400,112948.0,6713.0,6310.0,5.94,5.59,4.54,61.2,76.87,3481.82,8166.0,76.91,194065.0,3.24,1000.0,0.16,11.65,,
028260,302161.0,8571.0,11607.0,2.84,3.84,3.81,64.91,81.57,99776.75,5468.0,25.24,183094.0,0.75,2300.0,1.67,36.64,,
009150,77533.0,9127.0,6238.0,11.77,8.05,10.92,56.09,135.55,1319.18,7783.0,22.87,76406.0,2.33,1400.0,0.79,17.54,,
001820,2425.0,271.0,235.0,11.17,9.67,14.28,34.4,196.13,1504.55,2243.0,29.38,16927.0,3.89,300.0,0.46,13.2,,
041650,3490.0,79.0,-23.0,2.25,-0.66,-1.59,158.57,74.67,1587.48,-124.0,-25.9,8451.0,0.38,50.0,1.56,-36.37,,
017390,12807.0,80.0,1312.0,0.62,10.25,13.14,63.34,80.43,2989.72,26203.0,3.45,265409.0,0.34,16750.0,18.51,49.66,,
007610,862.0,26.0,25.0,2.97,2.91,2.8,88.26,159.34,665.1,139.0,21.66,5175.0,0.58,5.0,0.17,3.57,,
002420,22,-12,-15,-53.82,-68.79,-7.13,96.24,17.87,83.06,-357,-16.47,4798,1.23,,,-,,
004080,1167.0,32.0,124.0,2.71,10.66,14.45,59.06,39.41,1277.74,1295.0,8.49,9623.0,1.14,200.0,1.82,12.31,,
012170,215,-35,-59,-16.11,-27.47,-124.63,37.24,322.22,30.07,-128,-10.91,317,4.39,,,-,,
020560,38781,-2718,-5030,-7.01,-12.97,-43.83,1171.55,29.32,183.98,-5373,-2.35,13883,0.91,-,-,-,,
012750,22233.0,2045.0,1421.0,9.2,6.39,10.48,37.75,102.44,7984.1,3739.0,22.73,40939.0,2.08,2500.0,2.94,59.49,,
326030,260,-2395,-2474,-921.18,-951.63,-135.18,31.97,582.99,862.94,-3442,-49.10,4840,34.91,-,-,-,,
003060,533,-26,189,-4.89,35.48,2.99,2.83,3759.37,149.33,35,38.01,1268,1.04,-,-,-,,
244920,2851.0,232.0,218.0,8.12,7.64,29.7,124.29,157.56,745.28,976.0,5.68,4163.0,1.33,350.0,6.31,36.51,,
380440,,,,,,,,,,,,,,,,,,
010050,2563.0,687.0,629.0,26.82,24.56,14.04,719.18,,21.05,88.0,6.1,605.0,0.89,10.0,1.86,13.89,,
010400,1404.0,18.0,18.0,1.26,1.26,1.69,19.32,426.65,2699.44,231.0,34.87,15094.0,0.53,250.0,3.1,37.76,,
095720,6461.0,140.0,4.0,2.17,0.06,0.23,77.75,145.16,622.96,8.0,354.6,3253.0,0.85,110.0,3.99,1324.14,,
000700,3348.0,-152.0,629.0,-4.54,18.8,30.04,28.31,210.09,403.43,3071.0,1.87,12244.0,0.47,500.0,8.71,15.62,,
072130,271,12,-12,4.43,-4.27,-1.67,37.11,302.07,654.14,-46,-88.44,3177,1.28,-,-,-,,
000220,981.0,63.0,24.0,6.39,2.46,1.26,32.35,220.05,982.34,82.0,92.32,6532.0,1.16,109.0,1.44,144.23,,
008730,5207.0,267.0,202.0,5.13,3.88,5.85,76.43,102.85,2253.95,814.0,25.26,14018.0,1.47,500.0,2.43,61.45,,
007660,3932,128,-135,3.25,-3.43,-19.14,498.05,42.14,44.27,-287,-12.38,1384,2.57,-,-,-,,
000760,511,-35,-37,-6.82,-7.17,-2.65,62.40,30.29,609.75,-951,-16.78,35475,0.45,-,-,-,,
023810,3842.0,130.0,57.0,3.38,1.48,3.55,179.45,58.6,1896.12,337.0,18.06,9650.0,0.63,150.0,2.46,44.48,,
003200,4649.0,135.0,104.0,2.91,2.24,1.42,32.16,69.96,5931.72,4181.0,19.16,313512.0,0.26,1500.0,1.87,33.85,,
008500,313,-73,-42,-23.44,-13.47,-15.33,83.25,133.66,288.38,-3518,-5.23,21599,0.85,-,-,-,,
020760,669,-305,-370,-45.59,-55.41,-94.15,301.40,15.74,-6.07,-997,-5.43,765,7.08,-,-,-,,
271940,1135,151,156,13.28,13.72,34.27,52.77,129.99,266.38,536,,1832,-,,,-,,
226320,1464.0,38.0,-35.0,2.56,-2.39,-3.52,8.5,847.47,3518.88,-648.0,-40.19,22490.0,1.16,100.0,0.38,-12.39,,
000950,1052,-180,59,-17.08,5.61,4.35,166.11,9.56,900.18,3514,8.50,123154,0.24,-,-,-,,
089590,3770,-3358,-3065,-89.07,-81.28,-113.11,438.98,44.84,-9.81,-7557,-2.11,4492,3.56,-,-,-,,
018470,3329,-40,-88,-1.21,-2.66,-7.85,145.73,64.34,166.72,-119,-4.98,1265,0.47,,,-,,
185750,13030.0,1239.0,904.0,9.51,6.94,17.88,71.56,118.9,1984.07,7644.0,28.29,46297.0,4.67,908.0,0.42,11.8,,
003780,643.0,79.0,51.0,12.27,7.99,12.16,62.84,110.6,597.56,395.0,12.81,3341.0,1.51,180.0,3.56,45.56,,
100250,2115.0,116.0,303.0,5.47,14.33,8.23,40.97,63.98,1082.67,466.0,6.04,5932.0,0.47,170.0,6.04,35.78,,
011000,415,-185,-186,-44.48,-44.93,-30.43,38.64,273.70,79.86,-312,-45.16,1420,9.94,,,-,,
002780,3772,147,204,3.89,5.41,18.86,138.05,145.66,52.67,139,18.65,811,3.20,-,-,-,,
000650,312.0,-100.0,-68.0,-32.08,-21.7,-15.21,76.65,72.72,209.07,-4732.0,-14.88,26586.0,2.65,3000.0,4.26,-63.3,,
033250,429,-17,-23,-3.85,-5.39,-8.25,143.89,46.84,62.53,-81,-21.44,1040,1.66,-,-,-,,
118000,66,-16,112,-24.62,169.47,20.12,81.66,50.14,184.23,227,11.15,1269,1.99,,,-,,
006380,2547,-595,-614,-23.35,-24.10,-39.82,152.15,65.34,316.49,-1535,-2.53,3095,1.25,-,-,-,,
033780,50553.0,14732.0,11716.0,29.14,23.18,13.22,26.14,165.56,901.98,8535.0,9.74,72831.0,1.14,4800.0,5.78,50.83,,
015890,4306.0,159.0,87.0,3.69,2.02,1.59,56.62,108.31,1375.17,128.0,46.07,8167.0,0.72,240.0,4.07,183.13,,
055490,1188.0,138.0,138.0,11.65,11.64,12.86,42.12,133.88,2930.95,2931.0,12.86,24253.0,1.55,500.0,1.33,17.06,,
010770,5211.0,-31.0,-84.0,-0.59,-1.62,-2.68,338.17,37.92,872.6,-212.0,-16.64,8288.0,0.43,150.0,4.25,-67.01,,
058430,9073.0,169.0,71.0,1.86,0.78,2.88,113.56,90.17,646.21,1056.0,16.47,37210.0,0.47,500.0,2.87,47.34,,
103140,25936.0,1212.0,719.0,4.67,2.77,5.09,76.44,68.44,931.3,2565.0,10.89,51561.0,0.54,600.0,2.15,23.38,,
086790,482160.0,38364.0,26849.0,7.96,5.57,8.96,1358.68,,2024.97,8784.0,3.93,105341.0,0.33,1850.0,5.36,20.45,,
352820,7963,1455,871,18.27,10.93,12.52,60.51,424.84,6604.12,2811,56.35,33159,4.78,,,-,,
036460,208337,8989,-1607,4.31,-0.77,-2.24,364.24,84.89,1561.89,-1864,-16.58,87164,0.35,-,-,-,,
010040,2037.0,52.0,15.0,2.54,0.72,,40.67,180.19,1135.55,65.0,64.99,6457.0,0.65,35.0,0.83,52.96,,
004090,4840.0,174.0,64.0,3.6,1.31,4.59,119.76,98.41,4434.46,513.0,10.24,11762.0,0.45,83.0,1.57,15.09,,
002960,2003.0,310.0,210.0,15.47,10.49,21.44,51.46,213.4,1301.65,16162.0,15.99,75474.0,3.43,14000.0,5.42,86.62,,
000970,6566.0,227.0,205.0,3.45,3.12,8.09,25.72,161.53,2242.8,969.0,8.6,12856.0,0.65,200.0,2.4,19.48,,
007280,4153,73,36,1.75,0.87,4.18,247.50,176.01,280.77,95,20.47,1904,1.02,-,-,-,,
003680,2661,64,23,2.39,0.85,4.52,287.74,62.45,37.76,365,22.75,8938,0.93,-,-,-,,
016450,27979.0,817.0,705.0,2.92,2.52,16.99,146.72,55.43,1845.72,1359.0,5.64,9382.0,0.82,250.0,3.26,18.06,,
010420,2448.0,39.0,30.0,1.59,1.21,6.97,145.39,109.9,337.52,144.0,12.01,2130.0,0.81,25.0,1.45,17.36,,
014130,6153,107,-19,1.73,-0.31,-2.87,339.83,54.11,1034.88,-167,-42.67,5662,1.26,-,-,-,,
005110,253,-12,-223,-4.61,-88.41,-53.91,212.78,86.23,12.49,-328,-4.51,558,2.65,-,-,-,,
005440,32385.0,786.0,816.0,2.43,2.52,4.07,40.1,92.08,3381.21,728.0,12.03,20402.0,0.43,210.0,2.4,25.77,,
010620,27920,367,-123,1.31,-0.44,-0.84,52.02,83.95,943.80,-488,-98.36,58333,0.82,-,-,-,,
011210,65922.0,720.0,537.0,1.09,0.81,1.96,118.95,162.51,2275.51,2242.0,23.86,117390.0,0.46,700.0,1.31,30.5,,
011760,28809.0,332.0,494.0,1.15,1.71,15.09,287.66,126.48,717.58,3727.0,4.28,26064.0,0.61,600.0,3.76,14.62,,
227840,1516.0,101.0,176.0,6.66,11.63,9.98,22.59,313.68,390.56,1947.0,5.78,20941.0,0.54,500.0,4.44,23.69,,
010690,10855.0,-113.0,-542.0,-1.04,-5.0,-19.53,221.78,59.13,1408.75,-1553.0,-2.18,7765.0,0.44,50.0,1.48,-3.04,,
003280,889,-58,-509,-6.52,-57.20,-2195.07,-1191.07,33.73,-74.75,-1955,-0.53,-1012,-1.02,,,-,,
